,city_state,donor_counts
17935,"Shallowater, TX",2
17936,"London, VA",2
17937,"MCkinney, TX",2
17938,"Reynolsdburg, OH",2
17939,"Kenova, WV",2
17940,"java center, NY",2
17941,"OAKLEY, CA",2
17942,"glasgow, KY",2
17943,"Dassel, MN",2
17944,"candler, NC",2
17945,"NEWARK, CA",2
17946,"apo, AP",2
17947,"Berkeley Heightsn, NJ",2
17948,"Tyrone, NM",2
17949,"warner springs, CA",2
17950,"Carmarthen, NY",2
17951,"Goreville, IL",2
17952,"Valier, MT",2
17953,"Libertytown, MD",2
17954,"Bridport, VT",2
17955,"Argenta, IL",2
17956,"Mooresville,, NC",2
17957,"Whitakers, NC",2
17958,"United States of America, CA",2
17959,"Townand Country, MO",2
17960,"holden beach, NC",2
17961,"dartmouth, MA",2
17962,"albuqueruqe, NM",2
17963,"Canberra, CA",2
17964,"elsberry, MO",2
17965,"so lyon, MI",2
17966,"Keene, TX",2
17967,"Salt Lake CIty, UT",2
17968,"MOUNT DORA, FL",2
17969,"S. Boston, MA",2
17970,"Atlanta, FL",2
17971,"Magnolia Springs, AL",2
17972,"Sheffield, MA",2
17973,"Reunion, FL",2
17974,"oakland twp, MI",2
17975,"Oakland, KY",2
17976,"GADSDEN, AL",2
17977,"orlando,, FL",2
17978,"K, MO",2
17979,"Wthite Plains, NY",2
17980,"South Toms River, NJ",2
17981,"Oneida, WI",2
17982,"Elsah, IL",2
17983,"ABERDEEN, SD",2
17984,"Owensboro, KY, KY",2
17985,"Saltsburg, Pa 15681, PA",2
17986,"Arab, AL",2
17987,"midlothian, TX",2
17988,"Kirby, TX",2
17989,"HON ESDALE, PA",2
17990,"Aquinnah, MA",2
17991,"Mansfield, PA",2
17992,"Simonton, TX",2
17993,"Calgary Alberta, NY",2
17994,"9601East Indenpendence Blvd. Matthews, NC",2
17995,"SOUTH PLAINFIELD, NJ",2
17996,"Warren, ME",2
17997,"Clifton Park, NY, NY",2
17998,"treasure island, FL",2
17999,"williston park, NY",2
18000,"Loch Arbour, NJ",2
18001,"Gifford, IL",2
18002,"Ottoville, NY",2
18003,"Wake forest, NC",2
18004,"White Plains,, NY",2
18005,"NORRISTOWN, PA",2
18006,"dixon, CA",2
18007,"East Wareham, MA",2
18008,"PLYMOUTH, MA",2
18009,"seabrook, TX",2
18010,"Rolsyn, NY",2
18011,"Benton, KY",2
18012,"Buffalo, KY",2
18013,"SUN CITY WEST, AZ",2
18014,"lake park, GA",2
18015,"Berkeley heights, NJ",2
18016,"Creston, IA",2
18017,"SLEEPY HOLLOW, IL",2
18018,"Surgoinsville, TN",2
18019,"Houston, Tx., TX",2
18020,"Cambridge, MA, MA",2
18021,"Cheney, KS",2
18022,"., DC",2
18023,"manzanola, CO",2
18024,"Mckinleyville, CA",2
18025,"Emmonak, AK",2
18026,"Famington, NM",2
18027,"Foresthill, CA",2
18028,"Ocean View, NJ",2
18029,"Boggstown, IN",2
18030,"Berlin, NH",2
18031,"W Caldwell, NJ",2
18032,"Greenwood, MN",2
18033,"Centereach, NJ",2
18034,"Gilroy, california,USA, CA",2
18035,"Stottville, NY",2
18036,"LA,, CA",2
18037,"Suamico, WI",2
18038,"Endicott, NE",2
18039,"cleveland, MS",2
18040,"Piney Flats, TN",2
18041,"Pittsville, MD",2
18042,"Lenexa, WI",2
18043,"Craryville, NY",2
18044,"Glen Allan, MS",2
18045,"bolivar, MO",2
18046,"Canyon Counry, CA",2
18047,"Bellville, TX",2
18048,"Mt. Ephraim, NJ",2
18049,"Waukesh, WI",2
18050,"Schuylkill Haven PA 17972, PA",2
18051,"East Norwalk, CT",2
18052,"The colony, TX",2
18053,"Parker, KS",2
18054,"Austin, DC",2
18055,"St. Jacob, IL",2
18056,"Merlin, OR",2
18057,"Friendship, TN",2
18058,"COCOA, FL",2
18059,"South Chatham, MA",2
18060,"WOODSIDE, CA",2
18061,"Martinburg, WV",2
18062,"Mount Gilead, OH",2
18063,"Valley Springs ,, CA",2
18064,"Rockville Centre, AL",2
18065,"SJ, CA",2
18066,"SPRING HILL, TN",2
18067,"Biglerville, PA",2
18068,"berkeley Heights, NJ",2
18069,"VALLEY GLEN, CA",2
18070,"Julian, PA",2
18071,"ROSLINDALE, MA",2
18072,"Sparkill, NY",2
18073,"Olympia,, WA",2
18074,"Palo Alot, CA",2
18075,"Fountain valley, CA",2
18076,"Van Nuys,, CA",2
18077,"Hamtramck, MI",2
18078,"Lebo, KS",2
18079,"cedarville, AR",2
18080,"Beverly Shores, IN",2
18081,"Seminole, Fl, FL",2
18082,"Dale, TX",2
18083,"Lake wales, FL",2
18084,"heber springs, AR",2
18085,"Center valley, PA",2
18086,"Murfresboro, TN",2
18087,"Berkeley, NY",2
18088,"Palm springs, FL",2
18089,"Olive branch, MS",2
18090,"san marino, CA",2
18091,"West Palm beach, FL",2
18092,"ABINGTON, PA",2
18093,"KERNERSVILLE, NC",2
18094,"SECAUCUS, NJ",2
18095,"Maysville, GA",2
18096,"LaGrange, ME",2
18097,"Booneville, MS",2
18098,"Cornwall, CT",2
18099,"Rosemont, IL",2
18100,"Ste. Genevieve, MO",2
18101,"Mechancisville, VA",2
18102,"S.Huntington, NY",2
18103,"Worton, MD",2
18104,"laytonsville, MD",2
18105,"Quitman, TX",2
18106,"NEWBERRY, MI",2
18107,"little silver, NJ",2
18108,"Scandia, MN",2
18109,"San angelo, TX",2
18110,"Pollock, SD",2
18111,"rancho santa fe, CA",2
18112,"victorville, CA",2
18113,"Comus, MD",2
18114,"Howe, IN",2
18115,"Addis, LA",2
18116,"FAYETTEVILLE, AR",2
18117,"waddington, NY",2
18118,"Tuscola, IL",2
18119,"Murphy NC, NC",2
18120,"MCHENRY, IL",2
18121,"Annapolis, CA",2
18122,"QUINCY, FL",2
18123,"Kalamazoo MI, MI",2
18124,"Clumus, OH",2
18125,"Anytown, NY",2
18126,"THE VILLAGES, FL",2
18127,"Dosuman, WI",2
18128,"north pory, FL",2
18129,"CONSHOHOCKEN, PA",2
18130,"Oakville, CT",2
18131,"Enfield, NC",2
18132,"Leitchfield, KY",2
18133,"Fawn Groce, PA",2
18134,"BRAINTREE, MA",2
18135,"Weat Palm Beach, FL",2
18136,"West Brooklyn, IL",2
18137,"Trucksville, PA",2
18138,"cOMPTON, CA",2
18139,"Wittmann, AZ",2
18140,"Ironwood, MI",2
18141,"dayville, OR",2
18142,"Fville, CA",2
18143,"KIAWAH ISLAND, SC",2
18144,"Highland Park, PA",2
18145,"SHREWSBURY, NJ",2
18146,"napanoch, NY",2
18147,"Seattke, WA",2
18148,"Puyallup,, WA",2
18149,"Voorheesville, NM",2
18150,"Broadview Hts., OH",2
18151,"Woodbine, KY",2
18152,"Wichia, KS",2
18153,"north tonawanda, NY",2
18154,"FALCONER, NY",2
18155,"Winton, CA",2
18156,"KINTA, OK",2
18157,"Newman, CA",2
18158,"Scotland, UK, AE",2
18159,"Anna, TX",2
18160,"San Francisc., CA",2
18161,"South Rockwood, MI",2
18162,"nipomo, CA",2
18163,"New Waterford, OH",2
18164,"Fredericksburg, IA",2
18165,"Pell City, CA",2
18166,"Brushton, NY",2
18167,"Geneva, OH",2
18168,"readmond, WA",2
18169,"NEW MILFORD, NJ",2
18170,"deep river, CT",2
18171,"orland, CA",2
18172,"wappingers falls, NY",2
18173,"KINGSTON, CA",2
18174,"winters, CA",2
18175,"Manchester TN, TN",2
18176,"Kat y, TX",2
18177,"Garnavillo, IA",2
18178,"Cyn cntry, CA",2
18179,"CLERMONT, FL",2
18180,"St. Charles, MI",2
18181,"TULARE, CA",2
18182,"LosAngeles, CA",2
18183,"Starks, LA",2
18184,"Bloomfield, NJ 07003, NJ",2
18185,"asdf, MO",2
18186,"asdf, MD",2
18187,"Merrimac, MA",2
18188,"sharpsburg, GA",2
18189,"Gothenburg, DC",2
18190,"CAPE ELIZABETH, ME",2
18191,"The Netherlands, NY",2
18192,"Port Allegany, PA",2
18193,"upper montclair, NJ",2
18194,"Lake City, CA",2
18195,"Lake City, CO",2
18196,"Glenwood, MN",2
18197,"Iola, WI",2
18198,"Ft. Bragg, NC",2
18199,"GREENWOOD VILLAGE, CO",2
18200,"WILDOMAR, CA",2
18201,"CARPINTERIA, CA",2
18202,"WATERFORD, CT",2
18203,"Hospers, IA",2
18204,"Livonia, AZ",2
18205,"New London, MN",2
18206,"ROCHELLE PARK, NJ",2
18207,"Mount Hermon, MA",2
18208,"Glen carbon, IL",2
18209,"new braunfels, TX",2
18210,"Nashville, IL",2
18211,"lancaster, NY",2
18212,"Markle, IN",2
18213,"mason city, IA",2
18214,"arden hills, MN",2
18215,"N Grafton, MA",2
18216,"Jeromesville, OH",2
18217,"Holgate, OH",2
18218,"mecklenburg, NY",2
18219,"Altona, IL",2
18220,"Winter Park,, FL",2
18221,"Bethlehem, NH",2
18222,"hueytown, AL",2
18223,"Newell, SD",2
18224,"Wales, MI",2
18225,"San DImas, CA",2
18226,"ORANGE, OH",2
18227,"Canisteo, NY",2
18228,"thiells, NY",2
18229,"DECATUR, IL",2
18230,"long Beach, CA",2
18231,"turlock, CA",2
18232,"Russellville, AL",2
18233,"Albquerque, NM",2
18234,"Mauston, WI",2
18235,"Demotte, IN",2
18236,"Wales, MA",2
18237,"Douglas, WY",2
18238,"normandy park, WA",2
18239,"Jamestown, CA",2
18240,"lake geneva, WI",2
18241,"Lansing, IA",2
18242,"South Paris, ME",2
18243,"Idaho, ID",2
18244,"lakehurst, NJ",2
18245,"fort benning, GA",2
18246,"Copenhagen, MA",2
18247,"Jefferson, ME",2
18248,"islamorada, FL",2
18249,"San Anronio, TX",2
18250,"Warsaw, POLAND, NY",2
18251,"Emlenton, PA",2
18252,"Stillwater, NY",2
18253,"Exchange, WV",2
18254,"S. Setauket, NY",2
18255,"Schuyler Lake, NY",2
18256,"St Chales, MO",2
18257,"la Jolla, CA",2
18258,"Keota, IA",2
18259,"MOBILE, AL",2
18260,"WINCHESTER, MA",2
18261,"Duenweg, MO",2
18262,"Hot Springs,, SD",2
18263,"Monroeville, OH",2
18264,"Winchester, KS",2
18265,"Bynum, MT",2
18266,"waterford, CT",2
18267,"lake elsinore, CA",2
18268,"Williams, MN",2
18269,"Santa Clara, UT",2
18270,"Winona, MS",2
18271,"Hurley, NY",2
18272,"Colwyn, PA",2
18273,"Mooreland, IN",2
18274,"Colts neck, NJ",2
18275,"Piedmont, CO",2
18276,"New Strawn, KS",2
18277,"Long Island CITY, NY",2
18278,"Sydney, CA",2
18279,"zBURG, NJ",2
18280,"Denmark, WI",2
18281,"Metamora, IL",2
18282,"San, CA",2
18283,"levittown, PA",2
18284,"mount vernon, IN",2
18285,"Purvis, MS",2
18286,"island park, NY",2
18287,"San Leandro, NY",2
18288,"South Pasadena, FL",2
18289,"MONTGOMERY, OH",2
18290,"ladera ranch, CA",2
18291,"CYPRESS, TX",2
18292,"rochelle, IL",2
18293,"Surry, ME",2
18294,"clarendon Hills, IL",2
18295,"Colorado Springs,, CO",2
18296,"White Plains, IL",2
18297,"Hillsboro, NH",2
18298,"Thomaston, CT",2
18299,"Richfield,, MN",2
18300,"Darien, NY",2
18301,"Chipley, FL",2
18302,"Chicaqgo, IL",2
18303,"Forreston, TX",2
18304,"Forest Dale, VT",2
18305,"Portland, CA",2
18306,"columbus, MS",2
18307,"Poland, ME",2
18308,"Burkittsville, MD",2
18309,"Santa Monixca, CA",2
18310,"Ballson Spa, NY",2
18311,"rsm, CA",2
18312,"HARRISONBURG, VA",2
18313,"CAMAS, WA",2
18314,"Granger, IA",2
18315,"Craigmont, ID",2
18316,"WOOD DALE, IL",2
18317,"p, NY",2
18318,"San  Dieg o, CA",2
18319,"Selden, KS",2
18320,"Penn, PA",2
18321,"GREAT FALLS, VA",2
18322,"GREENFIELD, OH",2
18323,"Northport, MI",2
18324,"Newburgh, GA",2
18325,"Chesapeake City, MD",2
18326,"florence, KY",2
18327,"Wyandanch, NY",2
18328,"Bellvale, NY",2
18329,"Sand Springs, TX",2
18330,"R, CA",2
18331,"Westford, VT",2
18332,"Monument, OR",2
18333,"Fort lauderdale, FL",2
18334,"RPV, CA",2
18335,"Valley village, CA",2
18336,"Carlyle, IL",2
18337,"Ketterin, OH",2
18338,"Mt. Morris, PA",2
18339,"lowell, MI",2
18340,"Lorraine, NY",2
18341,"Delanco, NJ",2
18342,"YORKTOWN, VA",2
18343,"Reedsville, WI",2
18344,"Hillsboro Beach, FL",2
18345,"Bronxvillle, NY",2
18346,"Bellingahm, WA",2
18347,"Soap Lake, WA",2
18348,"Lyman, WY",2
18349,"Uncasville, CT",2
18350,"Victor, MT",2
18351,"landenberg, PA",2
18352,"Leroy, AL",2
18353,"Lynchburg, SC",2
18354,"Buchanan, NY",2
18355,"erie, PA",2
18356,"90245, CA",2
18357,"Eufaula, AL",2
18358,"NYACK, NY",2
18359,"DELETE, IL",2
18360,"Neodesha, KS",2
18361,"assonet, MA",2
18362,"Aguadilla, WY",2
18363,"Ogden, IA",2
18364,"Ogden, IL",2
18365,"La Junta, CO",2
18366,"belmar, NJ",2
18367,"neeses, SC",2
18368,"Reddick, FL",2
18369,"Homer City, PA",2
18370,"wyandotte, MI",2
18371,"Grass valley, CA",2
18372,"maryville, TN",2
18373,"Van nuys, CA",2
18374,"Rogers, TX",2
18375,"St.Simons Island, GA",2
18376,"Berlin, MA",2
18377,"farmville, VA",2
18378,"Johnson City, TX",2
18379,"Newy York, NY",2
18380,"Arington, VA",2
18381,"Honaker, VA",2
18382,"Ida Grove, IA",2
18383,"PHILPOT, KY",2
18384,"Morrisville, NY",2
18385,"flushing, MI",2
18386,"Punxsutawney, PA",2
18387,"Gilbertown, AL",2
18388,"paramount, CA",2
18389,"Delco, NC",2
18390,"Golconda, IL",2
18391,"Cu, ME",2
18392,"Lewisberry, PA",2
18393,"mt jackson, VA",2
18394,"Charlotte, ND",2
18395,"Shelby Townhsip, MI",2
18396,"KANSAS, OH",2
18397,"VB, VA",2
18398,"Buffalo, OK",2
18399,"Yorba linda, CA",2
18400,"WestPoint, IN",2
18401,"Coxs Creek, KY",2
18402,"CANADA R3N 1Z4, NY",2
18403,"Marshfield Hills, MA",2
18404,"Fair, NC",2
18405,"Henderson, NY",2
18406,"HAvana, FL",2
18407,"melrose park, IL",2
18408,"Pittsfield, ME",2
18409,"Woodland Hills, UT",2
18410,"Farmersville, OH",2
18411,"HAMILTON SQUARE, NJ",2
18412,"Cos cob, CT",2
18413,"Allentown, CA",2
18414,"Hasbrouck heights, NJ",2
18415,"Olmsed Falls, OH",2
18416,"Forr Worth, TX",2
18417,"Arthur, IL",2
18418,"Vadito, NM",2
18419,"san Carlos, CA",2
18420,"Van Lear, KY",2
18421,"Dublin, AL",2
18422,"Ottawa, ON, NY",2
18423,"St John, IN",2
18424,"Custer, SD",2
18425,"Paulsboro, NJ",2
18426,"Wellington, NY",2
18427,"Cohasset, CA",2
18428,"Canterbury, NH",2
18429,"Lake Lillian, MN",2
18430,"MAtlanta, GA",2
18431,"Glenwood, NJ",2
18432,"Hallstead, PA",2
18433,"Mica, WA",2
18434,"north bend, WA",2
18435,"Brush Prairie,, WA",2
18436,"Westhampton Beach, NY",2
18437,"Black Hawk, CO",2
18438,"confluence, KY",2
18439,"Ashville, AL",2
18440,"Syosset, NM",2
18441,"Valleyford, WA",2
18442,"anytown, CO",2
18443,"LOMBARD, IL",2
18444,"Dunseith, ND",2
18445,"Burlington, Ontario, NY",2
18446,"Walnut Creek,, CA",2
18447,"loudonville, NY",2
18448,"LaMesa, CA",2
18449,"Wiley, CO",2
18450,"northidge, CA",2
18451,"Gilbert, MN",2
18452,"New Port richey, FL",2
18453,"Alfred, ME",2
18454,"Howe, TX",2
18455,"Elm Mott, TX",2
18456,"clarkston, MI",2
18457,"Olivenhain, CA",2
18458,"Osage Citry, KS",2
18459,"PALISADES PARK, NJ",2
18460,"radnor, PA",2
18461,"MEMPHIS, GA",2
18462,"Winnie, TX",2
18463,"Delran,N.J., NJ",2
18464,"REDWOOD SHORES, CA",2
18465,"Ludlow Falls, OH",2
18466,"Etna, ME",2
18467,"dARIEN, CT",2
18468,"CULLMAN, AL",2
18469,"ROGUE RIVER, OR",2
18470,"ceresco, MI",2
18471,"Crocker, MO",2
18472,"Las Vegas, NH",2
18473,"Procious, WV",2
18474,"Harbor Beach, MI",2
18475,"Nwe Jersey, NJ",2
18476,"Townsend, TN",2
18477,"Pikeville, KY",2
18478,"Tishomingo, OK",2
18479,"Ojai, NY",2
18480,"San Franciscos, CA",2
18481,"Iowa, LA",2
18482,"wayne, PA",2
18483,"Pittsford,, NY",2
18484,"Conneaut, OH",2
18485,"Riga, MI",2
18486,"Moville, IA",2
18487,"Geismar, LA",2
18488,"Perry, AR",2
18489,"Nasvhille, TN",2
18490,"Daleville, VA",2
18491,"WHITESTONE, NY",2
18492,"Tucson, CO",2
18493,"Montpelier, SC",2
18494,"Tucson, AR",2
18495,"Bradley, ME",2
18496,"West - Hartford, CT",2
18497,"Wilmington,   ",2
18498,"HERMOSA BEACH, CA",2
18499,"Huber Heights, OH",2
18500,"Newberry Springs, CA",2
18501,"Bentleyville, OH",2
18502,"Paris, TN",2
18503,"Los Angeles, DC",2
18504,"Lizella, GA",2
18505,"st. matthews, SC",2
18506,"Garden City, UT",2
18507,"fincastle, VA",2
18508,"rehoboth beach, DE",2
18509,"bremerton, WA",2
18510,"Middletion, WI",2
18511,"PLANDOME MANOR, NY",2
18512,"bon air, VA",2
18513,"lancaster, OR",2
18514,"Colorado  Springs, CO",2
18515,"Seaboard, NC",2
18516,"north fort myers, FL",2
18517,"Auburn, NH",2
18518,"Long Beach Township, NJ",2
18519,"Glen Spey, NY",2
18520,"Suite 800N, DC",2
18521,"Wernersville, PA",2
18522,"west chester, OH",2
18523,"Plymouth Mtg, PA",2
18524,"Charlottesville,, VA",2
18525,"Oilville, VA",2
18526,"fallsington, PA",2
18527,"Lafayette Hill,, PA",2
18528,"Sedalia, CO",2
18529,"COLLEGE PARK, MD",2
18530,"sicklerville, NJ",2
18531,"800, CA",2
18532,"Westmoreland, TN",2
18533,"ELIZABETH, CO",2
18534,"Crystal City, MO",2
18535,"Mina, SD",2
18536,"EBENSBURG, OH",2
18537,"park falls, WI",2
18538,"RICHMOND, MN",2
18539,"Oldwick, NJ",2
18540,"Lee Summit, MO",2
18541,"Williamstown, VT",2
18542,"BRIDGEPORT, WV",2
18543,"Hernando Beach, FL",2
18544,"OKEMOS, MI",2
18545,"Indianapolis, IA",2
18546,"Brockton, CA",2
18547,"gkg, TX",2
18548,"Midwest city, OK",2
18549,"quincy, IL",2
18550,"Roslyn, PA",2
18551,"Belle Plaine, KS",2
18552,"Sugar Loaf, NY",2
18553,"Ft. Myers Beach, FL",2
18554,"Essexville, MI",2
18555,"San Gabriel,, CA",2
18556,"RAMSEUR, NC",2
18557,"tolland, CT",2
18558,"Citrus Spring, FL",2
18559,"REgo Park, NY",2
18560,"DOWNEY, CA",2
18561,"sadieville, KY",2
18562,"Bruce, MS",2
18563,"going, NE",2
18564,"Portage, OH",2
18565,"Sallisaw, OK",2
18566,"Sabatus, ME",2
18567,"Spring City,, PA",2
18568,"New-Orleans, LA",2
18569,"n/a, CA",2
18570,"wexford, PA",2
18571,"Oconto Falls, WI",2
18572,"Versaills, OH",2
18573,"mount airy, NC",2
18574,"sylvania, OH",2
18575,"Taylorsville, IN",2
18576,"Gratine Bay, CA",2
18577,"Arkport, NY",2
18578,"Douds, IA",2
18579,"Filer, ID",2
18580,"Checotah, OK",2
18581,"shorewood, WI",2
18582,"Catlettsburg, KY",2
18583,"CANTON, MI",2
18584,"fremont, IN",2
18585,"Colton, WA",2
18586,"Taipei, TN",2
18587,"Oak Grove, MN",2
18588,"Springfiled, IL",2
18589,"Roan Mountain, TN",2
18590,"temple, TX",2
18591,"Manhattan beach, CA",2
18592,"prospect, CT",2
18593,"waterbury,, CT",2
18594,"Brush Creek, TN",2
18595,"Pocasset, MA",2
18596,"Emsworth, PA",2
18597,"RIVERDALE, GA",2
18598,"Lisel, IL",2
18599,"VISTA, CA",2
18600,"Huntingtn Bch, CA",2
18601,"benson, NC",2
18602,"RANDLEMAN, NC",2
18603,"ORMOND, FL",2
18604,"AUBURN, ME",2
18605,"Montreal, Quebec, CANADA, NY",2
18606,"Talahassee, FL",2
18607,"Birmingham, IA",2
18608,"Hustontown, PA",2
18609,"Riegelwood, NC",2
18610,"Dayton, MN",2
18611,"Monsey, NY",2
18612,"Wakarusa, IN",2
18613,"Palmhurst, TX",2
18614,"PIEDMONT, CA",2
18615,"Geneva, IN",2
18616,"Garfield Hts, OH",2
18617,"new gloucester, ME",2
18618,"Atlantis, FL",2
18619,"Columbia,, SC",2
18620,"Dallas, AL",2
18621,"Chetek, WI",2
18622,"Boesteel, SD",2
18623,"arlington, GA",2
18624,"NEWTON, MA",2
18625,"Wahington, DC",2
18626,"Sufferm, NY",2
18627,"HAWTHORNE, NJ",2
18628,"Raleigh, NC, NC",2
18629,"Deerfield, FL",2
18630,"South Burlington, CT",2
18631,"roslyn Heights, NY",2
18632,"copiague, NY",2
18633,"dana point, CA",2
18634,"Falls City, NE",2
18635,"PEarland, TX",2
18636,"Basye, VA",2
18637,"Wai`anae, HI",2
18638,"BURLINGTON, VT",2
18639,"PINECREST, FL",2
18640,"Fredrick, MD",2
18641,"ELOY, AZ",2
18642,"The villages, FL",2
18643,"SAlem, OH",2
18644,"Thonrton, CO",2
18645,"Dudley, NC",2
18646,"Albany, IN",2
18647,"Albany, IL",2
18648,"Victoria, VA",2
18649,"Jerome, AZ",2
18650,"Wethersfield CT, CT",2
18651,"Adair, OK",2
18652,"Pilsen, MI",2
18653,"Plymouth meeting, PA",2
18654,"Manson, WA",2
18655,"DARIEN, CT",2
18656,"ontario, NY",2
18657,"DC, DC",2
18658,"Cement, OK",2
18659,"Lisbon, NY",2
18660,"Maidenhead, CA",2
18661,"Wolsey, SD",2
18662,"burlington, NC",2
18663,"kingston, MA",2
18664,"daniel island, SC",2
18665,"Saint Paul Park, MN",2
18666,"The Dalles, OR",2
18667,"PERRY, NY",2
18668,"Centerville, IL",2
18669,"Great Falls`, VA",2
18670,"New Munster, WI",2
18671,"to send, OH",2
18672,"Linville, VA",2
18673,"Benedicta, ME",2
18674,"Lee, IL",2
18675,"Louisvilly, KY",2
18676,"North lauderdale, FL",2
18677,"Mountain City, TN",2
18678,"troy, IL",2
18679,"Cheney, WA",2
18680,"ATLANT, GA",2
18681,"phillipsbur, NJ",2
18682,"hannibal, MO",2
18683,"Quimby, IA",2
18684,"OLNEY, MD",2
18685,"SHARPSBURG, GA",2
18686,"Wiley Ford, WV",2
18687,"Chugwater, WY",2
18688,"Murrells inlet, SC",2
18689,"Plains, PA",2
18690,"west simsbury, CT",2
18691,"telford, TN",2
18692,"Garysburg, NC",2
18693,"New York, NH",2
18694,"Sidell, IL",2
18695,"Lake Odessa, MI",2
18696,"send, NJ",2
18697,"King William, VA",2
18698,"sparta, GA",2
18699,"Forestdale, MA",2
18700,"Taylor, SC",2
18701,"Adamstown, MD",2
18702,"secaucus, NJ",2
18703,"New York, NV",2
18704,"WAGONER, OK",2
18705,"west point, UT",2
18706,"London, WY",2
18707,"North Hvaen, CT",2
18708,"middlebury, VT",2
18709,"DesMoines, WA",2
18710,"SAnford, FL",2
18711,"indialantic, FL",2
18712,"albany, OR",2
18713,"Chappqua, NY",2
18714,"Centerville, IN",2
18715,"Slatington, PA",2
18716,"Ft. Walton Beach, FL",2
18717,"Sydney, 2052, Australia, NY",2
18718,"LaGrange, NC",2
18719,"Broomdfield, CO",2
18720,"corona, NY",2
18721,"interlachen, FL",2
18722,"Marysville, PA",2
18723,"potsdam, NY",2
18724,"Meridianville, AL",2
18725,"Clearwater, MN",2
18726,"anytown, NY",2
18727,"Quarryville, PA",2
18728,"STOCKWELL, IN",2
18729,"Jamaica Plain, ME",2
18730,"Memphis, IN",2
18731,"berlin, MD",2
18732,"Merritt, FL",2
18733,"Union Mills, NC",2
18734,"Browns Valley, CA",2
18735,"delanson, NY",2
18736,"Falls Church, VT",2
18737,"LAKE STEVENS, WA",2
18738,"New Rochelle,   ",2
18739,"Elton, LA",2
18740,"North Huntingdon,   ",2
18741,"CHOCOWINITY, NC",2
18742,"Keuka Park, NY",2
18743,"oak ridge, TN",2
18744,"ft mitchell, KY",2
18745,"s. aBINGTON tWP, PA",2
18746,"INDIANAPOLIA, IN",2
18747,"stratham, NH",2
18748,"Chicago, KS",2
18749,"Burlignton, WA",2
18750,"sanford, NY",2
18751,"SA, CA",2
18752,"Sapullpa, CO",2
18753,"windsor, MO",2
18754,"-, NJ",2
18755,"Elm grove, WI",2
18756,"SAN LUIS OBISPO, CA",2
18757,"55424, MN",2
18758,"Danvers, FL",2
18759,"il, IL",2
18760,"Bell Buckle, TN",2
18761,"coronado, CA",2
18762,"VERPLANCK, NY",2
18763,"Baltimore, OH",2
18764,"MADISON, MS",2
18765,"xxxx, DE",2
18766,"Temple, PA",2
18767,"Apollo beach, FL",2
18768,"Apache Junctio, AZ",2
18769,"Leo, IN",2
18770,"San Jose, CA 95113, CA",2
18771,"HUBBARD, TX",2
18772,"coarsegold, CA",2
18773,"11151, KS",2
18774,"Jacksonvolle, FL",2
18775,"McSherrystown, PA",2
18776,"McDowell, KY",2
18777,"manchester, MO",2
18778,"Clifton park, NY",2
18779,"Sewaren, NJ",2
18780,"manchester, MA",2
18781,"Dillingham, AK",2
18782,"granville, OH",2
18783,"Baldwin, GA",2
18784,"Carthage, IN",2
18785,"Maynardville, TN",2
18786,"Rock Port, MO",2
18787,"JENSEN BEACH, FL",2
18788,"Gulf Stream, FL",2
18789,"Oceanside,, NY",2
18790,"Pinedale, WY",2
18791,"Joshua, TX",2
18792,"Canaan, NY",2
18793,"Evart, MI",2
18794,"Clarkson Valley, MO",2
18795,"APPOMATTOX, VA",2
18796,"Boones Mill, VA",2
18797,"Three Forks, MT",2
18798,"TAKOMA PARK, MD",2
18799,"jax, FL",2
18800,"Decatur, MI",2
18801,"ROCHESTER, MI",2
18802,"Locust Grove, GA",2
18803,"woodcliff lakes, NJ",2
18804,"Tama, IA",2
18805,"ft. lee, NJ",2
18806,"Sunset, LA",2
18807,"whiting, IN",2
18808,"Virgnina Beach, VA",2
18809,"springfiled, VA",2
18810,"BAsking Ridge, NM",2
18811,"Barnesville, OH",2
18812,"HERRIMAN, UT",2
18813,"Union City, CT",2
18814,"LA PUENTE, CA",2
18815,"Briarcliff.    Manor, NY",2
18816,"OLmsted Falls, OH",2
18817,"GAITHERSBURG, MD",2
18818,"corcoran, MN",2
18819,"Upper saddle river, NJ",2
18820,"Russell, KS",2
18821,"Richmond HIll, NY",2
18822,"FLORISSANT, MO",2
18823,"ANONYMOUS, FL",2
18824,"Gibraltar,   ",2
18825,"AURORA, IL",2
18826,"Boca Ratom, FL",2
18827,"Brownsville, OR",2
18828,"poquoson, VA",2
18829,"wyoming, MI",2
18830,"hampton bays, NY",2
18831,"Darlington, MD",2
18832,"morganton, NC",2
18833,"Los Angele, CA",2
18834,"wilmington, CA",2
18835,"dedham, MA",2
18836,"lawrenceburg, KY",2
18837,"Madison, NE",2
18838,"Madison, NH",2
18839,"Pleasantville, IA",2
18840,"Salt Point, NY",2
18841,"xx, RI",2
18842,"Bremen, ME",2
18843,"Downsville, LA",2
18844,"somers point, NJ",2
18845,"aitkin, MN",2
18846,"Alloway, NJ",2
18847,"Leeds, ME",2
18848,"woodland Hills, CA",2
18849,"Remsen, NY",2
18850,"Catheys Valley, CA",2
18851,"Sterling, AK",2
18852,"sparkill, NY",2
18853,"Bainbridge, IN",2
18854,"las vegas, NE",2
18855,"HALIFAX, VA",2
18856,"Avon, SD",2
18857,"Normandy, TN",2
